"ITAG","cluster","AGI","gene_name"
"Solyc10g078530",35,NA,NA
"Solyc10g078580",32,NA,NA
"Solyc10g079330",17,NA,NA
"Solyc10g079350",1,NA,NA
"Solyc10g079380",12,NA,NA
"Solyc10g079450",27,"AT3G10200","dehydration-responsive protein-related; similar to dehydration-responsive protein-related [Arabidopsis thaliana] (TAIR:AT5G04060.1); similar to dehydration-responsive protein-like [Oryza sativa (japonica cultivar-group)] (GB:BAD46056.1); similar to Os05g0378800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055389.1); contains InterPro domain Protein of unknown function DUF248, methyltransferase putative; (InterPro:IPR004159); contains InterPro domain Ankyrin; (InterPro:IPR002110); contains InterPro domain Generic methyltransferase; (InterPro:IPR001601)"
"Solyc10g079460",31,"AT2G41370","Encodes a cytoplasmic and nuclear-localized NPR1 like protein with BTB/POZ domain and ankyrin repeats. Interacts with BOP1 and appears to be genetically redundant with BOP1.bop1/bop2 double mutants have longer leaves, often with leaflets on the petiole, and asymmetric flowers with extra organs."
"Solyc10g079470",13,"AT3G47930","L-Galactono-1,4-lactone dehydrogenase, catalyzes the final step of ascorbate biosynthesis"
"Solyc10g079595",28,NA,NA
"Solyc10g079620",35,"AT2G41250","haloacid dehalogenase-like hydrolase family protein; similar to haloacid dehalogenase-like hydrolase family protein [Arabidopsis thaliana] (TAIR:AT1G14310.1); similar to Haloacid dehalogenase/epoxide hydrolase [Medicago truncatula] (GB:ABE94184.1); contains InterPro domain HAD-superfamily subfamily IA hydrolase, REG-2-like; (InterPro:IPR011949); contains InterPro domain HAD-superfamily hydrolase, subfamily IA, variant 1; (InterPro:IPR006439); contains InterPro domain Haloacid dehalogenase-like hydrolase; (InterPro:IPR005834); contains InterPro domain Haloacid dehalogenase/epoxide hydrolase; (InterPro:IPR005833)"
"Solyc10g079660",36,NA,NA
"Solyc10g079710",32,"AT3G10250","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G04090.2); similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:BAD10374.1); similar to Os02g0137100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001045827.1); contains InterPro domain Conserved hypothetical protein 1589, plant; (InterPro:IPR006476)"
"Solyc10g079750",11,"AT2G41370","Encodes a cytoplasmic and nuclear-localized NPR1 like protein with BTB/POZ domain and ankyrin repeats. Interacts with BOP1 and appears to be genetically redundant with BOP1.bop1/bop2 double mutants have longer leaves, often with leaflets on the petiole, and asymmetric flowers with extra organs."
"Solyc10g079790",2,NA,NA
"Solyc10g079810",2,NA,NA
"Solyc10g079860",31,"AT3G57270","encodes a member of glycosyl hydrolase family 17"
"Solyc10g079870",2,"AT2G41510","It encodes a protein whose sequence is similar to cytokinin oxidase/dehydrogenase, which catalyzes the degradation of cytokinins."
"Solyc10g079910",3,"AT5G04160","phosphate translocator-related; similar to phosphate translocator-related [Arabidopsis thaliana] (TAIR:AT3G10290.1); similar to plastidic phosphate translocator-like protein2 [Mesembryanthemum crystallinum] (GB:BAD91177.1); contains InterPro domain Protein of unknown function DUF250; (InterPro:IPR004853)"
"Solyc10g080100",33,"AT2G41740","Encodes a protein with high homology to animal villin."
"Solyc10g080200",12,"AT2G41835","zinc finger (C2H2 type, AN1-like) family protein; Identical to Zinc finger AN1 and C2H2 domain-containing stress-associated protein 11 (AtSAP11) (SAP11) [Arabidopsis Thaliana] (GB:Q8VZ42); similar to zinc finger (C2H2 type, AN1-like) family protein [Arabidopsis thaliana] (TAIR:AT3G57480.1); similar to putative zinc finger protein [Cucumis sativus] (GB:CAI30888.1); contains InterPro domain Zinc finger, AN1-type; (InterPro:IPR000058); contains InterPro domain Zinc finger, C2H2-type; (InterPro:IPR007087)"
"Solyc10g080220",12,NA,NA
"Solyc10g080870",2,NA,NA
"Solyc10g080880",8,"AT1G73590","Encodes a putative auxin efflux carrier involved in shoot and root development. It is involved in the maintenance of embryonic auxin gradients.  Loss of function severely affects organ initiation, pin1 mutants are characterised by an inflorescence meristem that does not initiate any flowers, resulting in the formation of a naked inflorescence stem.  PIN1 is involved in the determination of leaf shape by actively promoting development of leaf margin serrations.  In roots, the protein mainly resides at the basal end of the vascular cells, but weak signals can be detected in the epidermis and the cortex.  Expression levels and polarity of this auxin efflux carrier change during primordium development suggesting that cycles of auxin build-up and depletion accompany, and may direct, different stages of primordium development. PIN1 action on plant development does not strictly require function of PGP1 and PGP19 proteins."
"Solyc10g081220",26,NA,NA
"Solyc10g081230",26,NA,NA
"Solyc10g081310",28,"AT3G56490","zinc-binding protein, putative / protein kinase C inhibitor, putative; similar to zinc-binding protein, putative / protein kinase C inhibitor, putative [Arabidopsis thaliana] (TAIR:AT1G31160.1); similar to Histidine triad (HIT) protein [Medicago truncatula] (GB:ABE83728.1); contains InterPro domain Histidine triad (HIT) protein; (InterPro:IPR001310)"
"Solyc10g081430",5,"AT3G45400","exostosin family protein; similar to EDA5 (embryo sac development arrest 5), catalytic [Arabidopsis thaliana] (TAIR:AT3G03650.1); similar to secondary cell wall-related glycosyltransferase family 47 [Populus tremula x Populus tremuloides] (GB:AAX33321.1); contains InterPro domain Exostosin-like; (InterPro:IPR004263)"
"Solyc10g081450",17,"AT5G17780","hydrolase, alpha/beta fold family protein; similar to hydrolase, alpha/beta fold family protein [Arabidopsis thaliana] (TAIR:AT5G17720.1); similar to unknown [Sorghum bicolor] (GB:AAQ06255.1); similar to Os07g0685500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001060676.1); contains InterPro domain Esterase/lipase/thioesterase; (InterPro:IPR000379); contains InterPro domain Alpha/beta hydrolase fold-1; (InterPro:IPR000073); contains InterPro domain Alpha/beta hydrolase; (InterPro:IPR003089)"
"Solyc10g081540",12,"AT3G59630","diphthamide synthesis DPH2 family protein; similar to diphthamide synthesis DPH2 family protein [Arabidopsis thaliana] (TAIR:AT5G62030.1); similar to Os11g0265600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001067661.1); similar to hypothetical protein [Oryza sativa (japonica cultivar-group)] (GB:AAX96318.1); contains InterPro domain Diphthamide synthesis DPH2 protein; (InterPro:IPR002728); contains InterPro domain Diphthamide biosynthesis protein 2; (InterPro:IPR010014)"
"Solyc10g081560",12,"AT5G06060","tropinone reductase, putative / tropine dehydrogenase, putative; similar to tropinone reductase, putative / tropine dehydrogenase, putative [Arabidopsis thaliana] (TAIR:AT2G29290.1); similar to Tropinone reductase, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF95188.1); contains InterPro domain Short-chain dehydrogenase/reductase SDR; (InterPro:IPR002198); contains InterPro domain Glucose/ribitol dehydrogenase; (InterPro:IPR002347)"
"Solyc10g081570",17,NA,NA
"Solyc10g081710",35,"AT5G22000","CIC7E11; protein binding / zinc ion binding; similar to zinc finger (C3HC4-type RING finger) family protein [Arabidopsis thaliana] (TAIR:AT4G14220.1); similar to Zinc finger, RING-type [Medicago truncatula] (GB:ABD32420.1); contains InterPro domain Zinc finger, RING-type; (InterPro:IPR001841)"
"Solyc10g081730",30,NA,NA
"Solyc10g081760",18,NA,NA
"Solyc10g081770",18,NA,NA
"Solyc10g081980",29,NA,NA
"Solyc10g083075",2,NA,NA
"Solyc10g083440",2,NA,NA
"Solyc10g083450",2,NA,NA
"Solyc10g083567",13,NA,NA
"Solyc10g083690",2,NA,NA
"Solyc10g083700",2,NA,NA
"Solyc10g083790",6,"AT3G53130","Lutein-deficient 1 (LUT1) required for lutein biosynthesis, member of the xanthophyll class of carotenoids. Involved in epsilon ring hydroxylation. Maps at 67.3 cM on chromosome 3."
"Solyc10g083950",6,"AT2G39210","nodulin family protein; similar to nodulin family protein [Arabidopsis thaliana] (TAIR:AT2G28120.1); similar to putative nodule-specific protein [Oryza sativa (japonica cultivar-group)] (GB:AAO37543.1); similar to nitrate and chloride transporter [Glycine max] (GB:AAW51884.1); similar to putative nodule-specific protein [Oryza sativa (japonica cultivar-group)] (GB:BAC83908.1); contains InterPro domain Nodulin-like; (InterPro:IPR010658)"
"Solyc10g083990",29,"AT2G36895","similar to Os03g0152600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001048993.1); similar to expressed protein [Oryza sativa (japonica cultivar-group)] (GB:ABF94025.1)"
"Solyc10g084045",28,NA,NA
"Solyc10g084090",19,NA,NA
"Solyc10g084095",13,NA,NA
"Solyc10g084150",25,"AT2G37210","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G53450.1); similar to Conserved hypothetical protein 730 [Medicago truncatula] (GB:ABE89044.1); contains InterPro domain Conserved hypothetical protein 730; (InterPro:IPR005269)"
"Solyc10g084160",19,"AT5G67240","exonuclease; similar to exonuclease family protein [Arabidopsis thaliana] (TAIR:AT3G50100.1); similar to H0212B02.12 [Oryza sativa (indica cultivar-group)] (GB:CAH68267.1); contains InterPro domain Nucleotide-binding, alpha-beta plait; (InterPro:IPR012677); contains InterPro domain Exonuclease; (InterPro:IPR006055); contains InterPro domain Polynucleotidyl transferase, Ribonuclease H fold; (InterPro:IPR012337); contains InterPro domain Exonuclease, RNase T and DNA polymerase III; (InterPro:IPR013520)"
"Solyc10g084320",35,NA,NA
"Solyc10g084370",25,"AT3G09600","DNA binding / transcription factor; similar to myb family transcription factor [Arabidopsis thaliana] (TAIR:AT5G02840.2); similar to MYB transcription factor MYB118 [Glycine max] (GB:ABH02853.1); contains InterPro domain Homeodomain-related; (InterPro:IPR012287); contains InterPro domain Homeodomain-like; (InterPro:IPR009057); contains InterPro domain Myb-like DNA-binding region, SHAQKYF class; (InterPro:IPR006447); contains InterPro domain Myb, DNA-binding; (InterPro:IPR001005)"
"Solyc10g084560",34,NA,NA
"Solyc10g084745",2,NA,NA
"Solyc10g084770",2,"AT5G02290","Encodes a candidate protein kinase NAK that is similar to the oncogenes met and abl."
"Solyc10g085020",14,"AT5G23860","beta-tubulin, preferentially expressed in endodermal and phloem cells of primary roots and in the vascular tissues of leaves, stems, and flowers."
"Solyc10g085170",22,NA,NA
"Solyc10g085225",2,NA,NA
"Solyc10g085255",8,NA,NA
"Solyc10g085280",8,NA,NA
"Solyc10g085285",8,NA,NA
"Solyc10g085350",8,"AT5G01650","macrophage migration inhibitory factor family protein / MIF family protein; similar to macrophage migration inhibitory factor family protein / MIF family protein [Arabidopsis thaliana] (TAIR:AT5G57170.1); similar to Macrophage migration inhibitory factor family protein, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABG22330.1); contains InterPro domain Macrophage migration inhibitory factor; (InterPro:IPR001398)"
"Solyc10g085360",5,"AT3G52600","ATCWINV2 (ARABIDOPSIS THALIANA CELL WALL INVERTASE 2); hydrolase, hydrolyzing O-glycosyl compounds; similar to ATCWINV4 (ARABIDOPSIS THALIANA CELL WALL INVERTASE 4), hydrolase, hydrolyzing O-glycosyl compounds [Arabidopsis thaliana] (TAIR:AT2G36190.1); similar to Beta-fructofuranosidase, insoluble isoenzyme 1 precursor (Sucrose hydrolase 1) (Invertase 1) (Cell wall beta-fructosidase 1) (GB:P26792); similar to beta-fructofuranosidase [Daucus carota] (GB:CAA49162.1); similar to invertase (GB:AAA63802.1); contains InterPro domain Glycosyl hydrolase family 32, C-terminal; (InterPro:IPR013189); contains InterPro domain Glycoside hydrolase, family 32; (InterPro:IPR001362); contains InterPro domain Glycosyl hydrolases family 32, N terminal; (InterPro:IPR013148); contains InterPro domain Sialidase; (InterPro:IPR011040)"
"Solyc10g085380",9,"AT3G51680","short-chain dehydrogenase/reductase (SDR) family protein; similar to short-chain dehydrogenase/reductase (SDR) family protein [Arabidopsis thaliana] (TAIR:AT3G26770.1); similar to Os03g0299200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049848.1); similar to short-chain alcohol dehydrogenase [Tripsacum dactyloides] (GB:AAB57737.1); contains InterPro domain Short-chain dehydrogenase/reductase SDR; (InterPro:IPR002198); contains InterPro domain Glucose/ribitol dehydrogenase; (InterPro:IPR002347)"
"Solyc10g085505",2,NA,NA
"Solyc10g085510",2,NA,NA
"Solyc10g085530",3,NA,NA
"Solyc10g085670",4,"AT1G79620","leucine-rich repeat transmembrane protein kinase, putative; similar to leucine-rich repeat transmembrane protein kinase, putative [Arabidopsis thaliana] (TAIR:AT5G49780.1); similar to leucine-rich repeat transmembrane protein kinase, putative [Arabidopsis thaliana] (TAIR:AT5G49770.1); similar to leucine-rich repeat family protein / protein kinase family protein [Arabidopsis thaliana] (TAIR:AT5G49760.1); similar to putative receptor protein kinase [Oryza sativa (japonica cultivar-group)] (GB:AAT01330.1); similar to Protein kinase domain containing protein, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF95747.1); similar to putative receptor-like protein kinase 2 [Oryza sativa (japonica cultivar-group)] (GB:BAD82283.1); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Tyrosine protein kinase; (InterPro:IPR001245); contains InterPro domain Leucine-rich repeat, plant specific; (InterPro:IPR007090); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271); contains InterPro domain Leucine rich repeat, N-terminal; (InterPro:IPR013210)"
"Solyc10g085750",19,"AT2G36660","polyadenylate-binding protein, putative / PABP, putative. Member of the class III family of PABP proteins."
"Solyc10g086440",36,NA,NA
"Solyc10g086570",29,"AT5G02160","similar to hypothetical protein [Solanum lycopersicum] (GB:BAD95796.1)"
"Solyc10g086580",34,"AT2G39730","Rubisco activase, a nuclear-encoded chloroplast protein that consists of two isoforms arising from alternative splicing in most plants. Required for the light activation of rubisco."
"Solyc10g086690",22,"AT3G54020","phosphatidic acid phosphatase-related / PAP2-related; similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G37940.1); similar to Os01g0850100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001044812.1); similar to hypothetical protein PY02331 [Plasmodium yoelii yoelii str. 17XNL] (GB:XP_730203.1); similar to Os05g0452900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055712.1); contains domain SPINGOMYELIN SYNTHETASE-RELATED, ARATH (PTHR21290:SF1); contains domain SPHINGOMYELIN SYNTHETASE (PTHR21290); contains domain CoA-dependent acyltransferases (SSF52777)"
"Solyc11g005020",17,"AT1G21650","preprotein translocase secA family protein; similar to preprotein translocase secA subunit, putative [Arabidopsis thaliana] (TAIR:AT4G01800.1); similar to preprotein translocase, SecA subunit [Synechococcus sp. JA-3-3Ab] (GB:YP_474232.1); similar to preprotein translocase secA family protein, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABA91870.2); similar to preprotein translocase, SecA subunit [Oryza sativa (japonica cultivar-group)] (GB:AAX96055.1); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain WD-40 repeat; (InterPro:IPR001680); contains InterPro domain SecA Wing and Scaffold; (InterPro:IPR011116); contains InterPro domain SecA preprotein cross-linking region; (InterPro:IPR011130); contains InterPro domain SecA protein; (InterPro:IPR000185); contains InterPro domain SecA DEAD-like; (InterPro:IPR011115); contains InterPro domain Nitrous oxide reductase, N-terminal; (InterPro:IPR011045); contains InterPro domain Zinc finger, RING-type; (InterPro:IPR001841)"
"Solyc11g005250",13,"AT3G54460","SNF2 domain-containing protein / helicase domain-containing protein / F-box family protein; similar to RAD5, ATP binding / DNA binding / helicase/ protein binding / zinc ion binding [Arabidopsis thaliana] (TAIR:AT5G22750.1); similar to Helicase-like transcription factor HLTF/DNA helicase RAD5, DEAD-box superfamily (ISS) [Ostreococcus tauri] (GB:CAL54195.1); similar to Os01g0952200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001045418.1); contains InterPro domain Cyclin-like F-box; (InterPro:IPR001810); contains InterPro domain DEAD/DEAH box helicase, N-terminal; (InterPro:IPR011545); contains InterPro domain SNF2-related; (InterPro:IPR000330); contains InterPro domain Zinc finger, CW-type; (InterPro:IPR011124); contains InterPro domain Helicase, C-terminal; (InterPro:IPR001650); contains InterPro domain Zinc finger, RING-type; (InterPro:IPR001841)"
"Solyc11g005530",12,NA,NA
"Solyc11g005560",2,"AT5G64740","Encodes a cellulase synthase.  Mutants are defective in hypocotyl elongation dark-grown plants. Normal hypocotyl elongation is restored in plants grown in white, blue or red light."
"Solyc11g005590",25,"AT3G54480","Encodes an SKP1 interacting partner (SKIP5)."
"Solyc11g005660",7,"AT1G49180","protein kinase family protein; similar to protein kinase family protein [Arabidopsis thaliana] (TAIR:AT2G37840.1); similar to Protein kinase [Medicago truncatula] (GB:ABE81183.1); contains InterPro domain Serine/threonine protein kinase; (InterPro:IPR002290); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271); contains InterPro domain Polynucleotidyl transferase, Ribonuclease H fold; (InterPro:IPR012337)"
"Solyc11g005710",22,NA,NA
"Solyc11g005760",12,"AT3G18660","Plants expressing an RNAi construct specifically targeting PGSIP1 was shown to have a dramatically reduced amount of starch."
"Solyc11g005810",28,"AT4G27620","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G27610.3); similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:BAD29314.1); contains InterPro domain Prefoldin; (InterPro:IPR009053)"
"Solyc11g005970",2,"AT3G24000","pentatricopeptide (PPR) repeat-containing protein; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT3G23330.1); similar to Selenium binding protein [Brachypodium sylvaticum] (GB:CAJ26357.1); similar to hypothetical protein MtrDRAFT_AC149805g4v1 [Medicago truncatula] (GB:ABE88408.1); similar to pentatricopeptide, putative [Oryza sativa (japonica cultivar-group)] (GB:ABB47711.2); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)"
"Solyc11g006080",2,"AT3G04560","similar to unnamed protein product [Ostreococcus tauri] (GB:CAL53385.1); similar to Os02g0820600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001048544.1)"
"Solyc11g006115",8,NA,NA
"Solyc11g006200",8,NA,NA
"Solyc11g006230",19,NA,NA
"Solyc11g006650",34,NA,NA
"Solyc11g006660",13,"AT3G26618","ERF1-3 (EUKARYOTIC RELEASE FACTOR 1-3); translation release factor; Identical to Eukaryotic peptide chain release factor subunit 1-3 (eRF1-3) (Eukaryotic release factor 1-3) (Omnipotent suppressor protein 1 homolog 3) (SUP1 homolog 3) (ERF1-3) [Arabidopsis Thaliana] (GB:P35614); similar to ERF1-1 (EUKARYOTIC RELEASE FACTOR 1-1), translation release factor [Arabidopsis thaliana] (TAIR:AT5G47880.2); similar to ERF1-2 (EUKARYOTIC RELEASE FACTOR 1-2), translation release factor [Arabidopsis thaliana] (TAIR:AT1G12920.1); similar to eukaryotic release factor 1 homolog (GB:AAA91169.1); similar to eukaryotic peptide chain release factor subunit 1-3-like protein [Solanum tuberosum] (GB:ABC01885.1); similar to eukaryotic peptide chain release factor subunit 1-3-like [Solanum tuberosum] (GB:ABB87106.1); contains InterPro domain eRF1 domain 2; (InterPro:IPR005141); contains InterPro domain eRF1 domain 3; (InterPro:IPR005142); contains InterPro domain eRF1 domain 1; (InterPro:IPR005140); contains InterPro domain Peptide chain release factor eRF/aRF subunit 1; (InterPro:IPR004403)"
"Solyc11g006890",11,NA,NA
"Solyc11g006940",10,"AT5G37570","pentatricopeptide (PPR) repeat-containing protein; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT3G29230.1); similar to H0622F05.4 [Oryza sativa (indica cultivar-group)] (GB:CAH66421.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)"
"Solyc11g006990",34,"AT3G54260","similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G42570.1); similar to unknown [Pisum sativum] (GB:ABA29157.1); contains InterPro domain Protein of unknown function DUF231, plant; (InterPro:IPR004253)"
"Solyc11g007200",35,NA,NA
"Solyc11g007240",23,NA,NA
"Solyc11g007300",17,"AT2G36380","ATPDR6/PDR6 (PLEIOTROPIC DRUG RESISTANCE 6); ATPase, coupled to transmembrane movement of substances; Identical to Pleiotropic drug resistance protein 6 (PDR6) [Arabidopsis Thaliana] (GB:Q7PC87;GB:Q56YS3;GB:Q9SJR6); similar to ATPDR12/PDR12 (PLEIOTROPIC DRUG RESISTANCE 12), ATPase, coupled to transmembrane movement of substances [Arabidopsis thaliana] (TAIR:AT1G15520.1); similar to ATPDR11/PDR11 (PLEIOTROPIC DRUG RESISTANCE 11), ATPase, coupled to transmembrane movement of substances [Arabidopsis thaliana] (TAIR:AT1G66950.1); similar to ATPDR1/PDR1 (PLEIOTROPIC DRUG RESISTANCE 1), ATPase, coupled to transmembrane movement of substances [Arabidopsis thaliana] (TAIR:AT3G16340.1); similar to Pleiotropic drug resistance protein 2 (NpPDR2) (GB:Q2PCF1); similar to PDR-like ABC transporter [Oryza sativa (japonica cultivar-group)] (GB:CAD59574.1); similar to Pleiotropic drug resistance protein 1 (NtPDR1) (GB:Q76CU2); contains InterPro domain ABC-2 type transporter; (InterPro:IPR013525); contains InterPro domain Plant PDR ABC transporter associated; (InterPro:IPR013581); contains InterPro domain AAA ATPase; (InterPro:IPR003593); contains InterPro domain ABC transporter related; (InterPro:IPR003439)"
"Solyc11g007320",27,"AT2G36360","kelch repeat-containing protein; similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G74150.1); similar to Os03g0835800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051820.1); similar to Kelch motif family protein, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF99751.1); contains InterPro domain Kelch; (InterPro:IPR011498); contains InterPro domain Galactose oxidase, central; (InterPro:IPR011043); contains InterPro domain Kelch repeat; (InterPro:IPR006652)"
"Solyc11g007340",6,NA,NA
"Solyc11g007370",17,NA,NA
"Solyc11g007470",12,NA,NA
"Solyc11g007570",12,"AT3G16990","TENA/THI-4 family protein; Identical to Seed maturation protein PM36 homolog [Arabidopsis Thaliana] (GB:Q9ASY9;GB:Q8LBN8); similar to Seed maturation protein PM36 (GB:Q9SWB6); contains InterPro domain TENA/THI-4 protein; (InterPro:IPR004305)"
"Solyc11g007580",1,NA,NA
"Solyc11g007635",16,NA,NA
"Solyc11g007940",13,"AT5G04430","KH domain-containing protein NOVA, putative; similar to nucleic acid binding [Arabidopsis thaliana] (TAIR:AT1G33680.1); similar to Os02g0822300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001048558.1); similar to transcribed sequence 1087 [Zea mays] (GB:CAA54960.1); contains InterPro domain KH; (InterPro:IPR004087); contains InterPro domain KH, type 1; (InterPro:IPR004088)"
"Solyc11g008320",13,"AT3G10390","Encodes a plant homolog of a SWIRM domain containing protein found in histone deacetylase complexes in mammals. Lesions in FLD result in hyperacetylation of histones in FLC chromatin, up-regulation of FLC expression and extremely delayed flowering. FLD plays a key role in regulating the reproductive competence of the shoot and results in different developmental phase transitions in Arabidopsis."
"Solyc11g008560",11,NA,NA
"Solyc11g008580",16,"AT1G65430","zinc finger protein-related; similar to zinc finger protein-related [Arabidopsis thaliana] (TAIR:AT1G05890.1); similar to IBR domain-containing protein / ARIADNE-like protein ARI7 (ARI7) [Arabidopsis thaliana] (TAIR:AT2G31510.1); similar to OJ990528_30.1 [Oryza sativa (japonica cultivar-group)] (GB:CAE02043.2); similar to Zinc finger, RING-type; Zinc finger, RanBP2-type; Zinc finger, C6HC-type [Medicago truncatula] (GB:ABE85988.1); similar to ARIADNE-like protein [Musa acuminata] (GB:AAR96008.1); contains InterPro domain Zinc finger, RanBP2-type; (InterPro:IPR001876); contains InterPro domain Zinc finger, C6HC-type; (InterPro:IPR002867); contains InterPro domain Zinc finger, RING-type; (InterPro:IPR001841)"
"Solyc11g008640",17,"AT1G65480","FT, together with LFY, promotes flowering and is antagonistic with its homologous gene, TERMINAL FLOWER1 (TFL1). FT is expressed in leaves and is induced by long day treatment. Either the FT mRNA or protein is translocated to the shoot apex where it induces its own expression. FT is a target of CO and acts upstream of SOC1."
"Solyc11g008830",8,"AT1G65620","required for formation of a symmetric flat leaf lamina, encodes a member of a family of proteins characterized by cysteine repeats and a leucine zipper; involved in KNOX gene regulation.   Acts together with ASL1 in proximal-distal symmetry determination."
"Solyc11g009020",22,"AT4G39970","haloacid dehalogenase-like hydrolase family protein; similar to haloacid dehalogenase-like hydrolase family protein [Arabidopsis thaliana] (TAIR:AT3G48420.1); similar to Os08g0485900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001062091.1); similar to Predicted haloacid-halidohydrolase and related hydrolases (ISS) [Ostreococcus tauri] (GB:CAL53722.1); contains InterPro domain HAD-superfamily hydrolase subfamily IA, variant 3; (InterPro:IPR006402); contains InterPro domain Haloacid dehalogenase-like hydrolase; (InterPro:IPR005834)"
"Solyc11g009100",19,"AT1G17840","ABC transporter family protein; Identical to White-brown complex homolog protein 11 (WBC11) [Arabidopsis Thaliana] (GB:Q8RXN0;GB:Q9LMU4); similar to CER5 (ECERIFERUM 5), ATPase, coupled to transmembrane movement of substances [Arabidopsis thaliana] (TAIR:AT1G51500.1); similar to ABC transporter family protein [Arabidopsis thaliana] (TAIR:AT1G51460.1); similar to ABC transporter family protein [Arabidopsis thaliana] (TAIR:AT3G21090.1); similar to Os10g0494300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001064944.1); similar to ABC transporter [Gossypium hirsutum] (GB:AAP80385.1); similar to Os04g0528300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001053375.1); contains InterPro domain ABC-2 type transporter; (InterPro:IPR013525); contains InterPro domain AAA ATPase; (InterPro:IPR003593); contains InterPro domain ABC transporter related; (InterPro:IPR003439)"
"Solyc11g010210",26,NA,NA
"Solyc11g010330",6,NA,NA
"Solyc11g010380",34,"AT5G65380","ripening-responsive protein, putative; similar to antiporter [Arabidopsis thaliana] (TAIR:AT5G10420.1); similar to MATE efflux family protein [Arabidopsis thaliana] (TAIR:AT5G44050.1); similar to ripening regulated protein DDTFR18 [Lycopersicon esculentum] (GB:AAG49032.1); contains InterPro domain Multi antimicrobial extrusion protein MatE; (InterPro:IPR002528)"
"Solyc11g010420",17,"AT5G65400","similar to hydrolase, acting on ester bonds [Arabidopsis thaliana] (TAIR:AT4G24380.1); similar to H0818E04.16 [Oryza sativa (indica cultivar-group)] (GB:CAH67099.1); similar to Os04g0450100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001052936.1); contains InterPro domain Protein of unknown function DUF341; (InterPro:IPR005645)"
"Solyc11g010510",17,"AT4G38090","similar to Os08g0478100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001062049.1); similar to hypothetical protein TTC0689 [Thermus thermophilus HB27] (GB:YP_004664.1); contains InterPro domain Protein of unknown function UPF0029; (InterPro:IPR001498)"
"Solyc11g010570",20,"AT2G22540","Encodes a nuclear protein that acts as a floral repressor and that functions within the thermosensory pathway.  It represses FT expression via direct binding to the vCArG III motif in the FT promoter."
"Solyc11g010620",8,NA,NA
"Solyc11g010710",31,NA,NA
"Solyc11g010810",36,"AT2G22590","glycosyltransferase family protein; similar to UDP-glucoronosyl/UDP-glucosyl transferase family protein [Arabidopsis thaliana] (TAIR:AT5G65550.1); similar to putative anthocyanidine rhamnosyl-transferase [Capsicum annuum] (GB:AAM12787.1); contains InterPro domain UDP-glucuronosyl/UDP-glucosyltransferase; (InterPro:IPR002213)"
