ITAG	logFC	logCPM	LR	PValue	FDR	SGN_annotation	AGI	symbol	gene_name	X..identity	alignment.length	e.value	bit.score	percent.query.align
Solyc07g047620	-1.648793609	3.913494796	15.1261252	0.000100562	0.014836588	Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7MF65_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat 	AT4G26680	NA	pentatricopeptide (PPR) repeat-containing protein; similar to UDP-glucoronosyl/UDP-glucosyl transferase family protein [Arabidopsis thaliana] (TAIR:AT1G05670.1); similar to Protein prenyltransferase [Medicago truncatula] (GB:ABE94182.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)	59.69	511	0	649	96.04519774
Solyc07g049440	0.999404884	3.879711554	12.61280249	0.000383114	0.034780116	"GDSL esterase/lipase At2g04570 (AHRD V1 ***- GDL34_ARATH); contains Interpro domain(s)  IPR001087  Lipase, GDSL "	AT2G04570	NA	"GDSL-motif lipase/hydrolase family protein; similar to GDSL-motif lipase/hydrolase family protein [Arabidopsis thaliana] (TAIR:AT2G42990.1); similar to GDSL-motif lipase/hydrolase-like [Oryza sativa (japonica cultivar-group)] (GB:BAD22300.1); similar to Os06g0636700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001058145.1); contains InterPro domain Lipolytic enzyme, G-D-S-L; (InterPro:IPR001087)"	61.76	353	3.00E-127	451	99.15492958
Solyc07g049670	1.234525081	2.63494363	11.6214262	0.000651964	0.048623948	Alcohol acetyltransferase (AHRD V1 **-* B1A9J8_CUCME); contains Interpro domain(s)  IPR003480  Transferase 	AT5G17540	NA	"transferase family protein; similar to CHAT (ACETYL COA:(Z)-3-HEXEN-1-OL ACETYLTRANSFERASE), acetyl CoA:(Z)-3-hexen-1-ol acetyltransferase [Arabidopsis thaliana] (TAIR:AT3G03480.1); similar to benzoyl coenzyme A: benzyl alcohol benzoyl transferase [Petunia x hybrida] (GB:AAT68601.1); contains InterPro domain Transferase; (InterPro:IPR003480)"	59.34	455	9.00E-148	520	94.91525424
Solyc07g052480	1.914020388	5.65703741	19.06842974	1.26E-05	0.003648573	Isocitrate lyase (AHRD V1 **** Q9FQD2_IPOBA); contains Interpro domain(s)  IPR006254  Isocitrate lyase 	AT3G21720	ICL	"isocitrate lyase, putative; Identical to Isocitrate lyase (EC 4.1.3.1) (Isocitrase) (Isocitratase) (ICL) (ICL) [Arabidopsis Thaliana] (GB:P28297;GB:Q41948;GB:Q9LSZ2); similar to mutase family protein [Arabidopsis thaliana] (TAIR:AT1G77060.1); similar to Isocitrate lyase (Isocitrase) (Isocitratase) (ICL) (GB:P17069); similar to Isocitrate lyase (Isocitrase) (Isocitratase) (ICL) (GB:P25248); similar to glyoxysomal isocitrate lyase [Brassica napus] (GB:CAA73792.1); contains InterPro domain Isocitrate lyase; (InterPro:IPR006254); contains InterPro domain Isocitrate lyase and phosphorylmutase; (InterPro:IPR000918)"	81.42	576	0	936	99.65277778
Solyc07g053020	1.785746121	4.702585762	18.36147035	1.83E-05	0.004762728	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc07g053050	-1.327278749	3.605513977	13.79551009	0.000203823	0.023849073	Calmodulin (AHRD V1 **-- A7E7G2_SCLS1); contains Interpro domain(s)  IPR011992  EF-Hand type 	AT4G27280	NA	"calcium-binding EF hand family protein; similar to PBP1 (PINOID-BINDING PROTEIN 1), calcium ion binding [Arabidopsis thaliana] (TAIR:AT5G54490.1); similar to Avr9/Cf-9 rapidly elicited protein 20 [Nicotiana tabacum] (GB:AAV92890.1); contains InterPro domain EF-Hand type; (InterPro:IPR011992); contains InterPro domain Calcium-binding EF-hand; (InterPro:IPR002048)"	60.75	107	7.00E-32	132	89.74358974
Solyc07g053640	0.865915148	2.914506242	11.81746015	0.000586778	0.04584011	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc07g056230	0.818091785	3.79287371	14.63132603	0.000130723	0.018113454	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc07g056440	1.268973781	4.14922666	25.99719893	3.42E-07	0.000281298	"Glutathione S-transferase-like protein (AHRD V1 **** Q8GVD1_SOLLC); contains Interpro domain(s)  IPR004046  Glutathione S-transferase, C-terminal "	AT1G17180	ATGSTU25	Encodes glutathione transferase belonging to the tau class of GSTs. Naming convention according to Wagner et al. (2002).	69.41	219	1.00E-79	292	97.75784753
Solyc07g062140	0.769372396	7.119306489	13.33042091	0.000261135	0.027692142	"Alpha alpha-trehalose-phosphate synthase (AHRD V1 **** D0NRZ0_PHYIN); contains Interpro domain(s)  IPR012766  Alpha,alpha-trehalose-phosphate synthase "	AT1G78580	ATTPS1	Encodes an enzyme putatively involved in trehalose biosynthesis. The protein has a trehalose synthase (TPS)-like domain but no trehalose phosphatase (TPP)-like domain.  ATTPS1 is able to complement yeast tps1 mutants in vivo. The gene product modulates cell growth but not cell differentiation by determining cell wall deposition and cell division.	79.37	945	0	1462	99.35275081
Solyc07g062860	-1.233046225	6.296693294	18.58120517	1.63E-05	0.00441908	Genomic DNA chromosome 3 BAC clone F4B12 (AHRD V1 ***- Q9LIL7_ARATH)	AT3G15180	NA	proteasome-related; similar to hypothetical protein [Trifolium pratense] (GB:BAE71213.1); contains InterPro domain Armadillo-like helical; (InterPro:IPR011989); contains InterPro domain HEAT; (InterPro:IPR000357)	53.99	163	1.00E-47	185	98.7804878
Solyc07g063070	1.115916616	4.715371132	23.90697077	1.01E-06	0.00063376	DNA-binding WRKY VQ (AHRD V1 ***- Q2HTS9_MEDTR); contains Interpro domain(s)  IPR008889  VQ 	AT1G28280	NA	VQ motif-containing protein; similar to VQ motif-containing protein [Arabidopsis thaliana] (TAIR:AT2G33780.1); similar to DNA-binding WRKY; VQ [Medicago truncatula] (GB:ABD32365.1); contains InterPro domain VQ; (InterPro:IPR008889)	57.36	197	4.00E-42	167	77.35042735
Solyc07g063600	1.634987027	5.686443087	13.8777252	0.000195097	0.02324127	"Chlorophyll a-b binding protein 13, chloroplastic (AHRD V1 ***- CB23_SOLLC); contains Interpro domain(s)  IPR001344  Chlorophyll A-B binding protein "	AT5G54270	LHCB3	Lhcb3 protein is a component of the main light harvesting chlorophyll a/b-protein complex of Photosystem II (LHC II).	87.92	265	2.00E-135	478	99.23954373
Solyc07g063610	0.887062063	3.191862802	11.68777306	0.000629122	0.048008354	"Dynein light chain 2 cytoplasmic (AHRD V1 ***- C3KIM6_ANOFI); contains Interpro domain(s)  IPR001372  Dynein light chain, type 1 and 2 "	AT4G27360	NA	"dynein light chain, putative; similar to dynein light chain, putative [Arabidopsis thaliana] (TAIR:AT3G16120.1); similar to Os02g0269200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001046516.1); similar to Dynein light chain, type 1 [Medicago truncatula] (GB:ABE93207.1); contains InterPro domain Dynein light chain, type 1; (InterPro:IPR001372)"	75.26	97	2.00E-30	127	84.21052632
Solyc08g005130	1.143734895	4.815181801	17.07380714	3.60E-05	0.007275219	Inositol-tetrakisphosphate 1-kinase 1 (AHRD V1 **** B6TJ44_MAIZE); contains Interpro domain(s)  IPR017427  Inositol-tetrakisphosphate 1-kinase 	AT5G16760	NA	"Encodes a inositol 1,3,4-trisphosphate 5/6-kinase."	59.22	309	9.00E-104	373	87.71428571
Solyc08g005800	1.089387105	6.801342406	14.90850755	0.000112853	0.016059883	Pectinacetylesterase like protein (Fragment) (AHRD V1 **-- Q56WP8_ARATH); contains Interpro domain(s)  IPR004963  Pectinacetylesterase 	AT4G19420	NA	"pectinacetylesterase family protein; similar to pectinacetylesterase, putative [Arabidopsis thaliana] (TAIR:AT4G19410.1); similar to pectinacetylesterase precursor [Vigna radiata var. radiata] (GB:CAA67728.1); contains InterPro domain Pectinacetylesterase; (InterPro:IPR004963)"	63.88	299	6.00E-122	433	99.00332226
Solyc08g007240	1.169528955	4.646262184	12.82625786	0.000341789	0.032602427	Hydrolase NUDIX family protein (AHRD V1 **-- Q2A9R5_BRAOL); contains Interpro domain(s)  IPR000086  NUDIX hydrolase domain 	AT5G47240	NUDT8	"ATNUDT8 (Arabidopsis thaliana Nudix hydrolase homolog 8); hydrolase; Identical to Nudix hydrolase 8 (EC 3.6.1.-) (AtNUDT8) (NUDT8) [Arabidopsis Thaliana] (GB:Q8L7W2;GB:Q8LAJ0;GB:Q9LVT5); similar to ATNUDT2 (Arabidopsis thaliana Nudix hydrolase homolog 2), ADP-ribose diphosphatase/ NAD binding / hydrolase [Arabidopsis thaliana] (TAIR:AT5G47650.1); similar to hydrolase, NUDIX family protein [Brassica oleracea] (GB:ABD64957.1); contains InterPro domain NUDIX hydrolase; (InterPro:IPR000086); contains InterPro domain Anti-sense to fibroblast growth factor protein GFG; (InterPro:IPR003293)"	66.31	282	3.00E-97	351	75.75757576
Solyc08g013690	-2.276905843	4.593133871	16.52766027	4.79E-05	0.008882169	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc08g023545	-2.211309774	6.43051002	12.10927249	0.000501717	0.0417997	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc08g036570	-2.496841822	1.482147291	17.41634999	3.00E-05	0.006586847	"Glutaredoxin (AHRD V1 **** B9GF65_POPTR); contains Interpro domain(s)  IPR011905  Glutaredoxin-like, plant II "	AT5G14070	ROXY2	"glutaredoxin family protein; Identical to Glutaredoxin-C8 (AtGrxC8) (GRXC8) [Arabidopsis Thaliana] (GB:Q8LF89;GB:Q9FMU3); similar to ROXY1, thiol-disulfide exchange intermediate [Arabidopsis thaliana] (TAIR:AT3G02000.1); similar to glutaredoxin family protein [Musa acuminata] (GB:ABF69994.1); similar to Os04g0393500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001052649.1); similar to Os02g0512400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001046942.1); contains InterPro domain Thioredoxin-like fold; (InterPro:IPR012336); contains InterPro domain Glutaredoxin; (InterPro:IPR002109); contains InterPro domain Thioredoxin fold; (InterPro:IPR012335); contains InterPro domain Glutaredoxin-like, plant II; (InterPro:IPR011905)"	51.85	108	5.00E-26	112	80.31496063
Solyc08g042147	-2.489653717	3.142575775	11.66657148	0.000636332	0.048202631	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc08g061270	1.752781553	3.974036973	12.12208039	0.000498283	0.041645372	"Unknown Protein (AHRD V1); contains Interpro domain(s)  IPR012876  Protein of unknown function DUF1677, plant "	AT1G72510	NA	"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G09970.1); similar to 4Fe-4S ferredoxin, iron-sulfur binding [Medicago truncatula] (GB:ABE81755.1); contains InterPro domain Protein of unknown function DUF1677, plant; (InterPro:IPR012876)"	51.16	129	9.00E-31	128	94.87179487
Solyc08g061857	-0.750100383	4.22701457	12.48685479	0.000409826	0.036281991	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc08g061903	-0.99427399	4.523654556	13.6544912	0.000219715	0.024822435	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc08g061970	3.293939913	4.068230926	30.76085336	2.92E-08	9.68E-05	Spermidine synthase (AHRD V1 **** A4RYD8_OSTLU); contains Interpro domain(s)  IPR001045  Spermine synthase 	AT5G19530	ACL5	"Encodes a spermine synthase.  Required for internode elongation and vascular development, specifically in the mechanism that defines the boundaries between veins and nonvein regions.   This mechanism may be mediated by polar auxin transport.  Though ACL5 has been shown to function as a spermine  synthase in E. coli, an ACL5 knockout has no effect on the endogenous levels of free and conjugated polyamines in Arabidopsis, suggesting that ACL5 may have a very specific or altogether different in vivo function."	75.63	316	2.00E-145	511	90
Solyc08g063130	3.433918079	1.127823564	20.09530116	7.37E-06	0.002449889	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc08g066840	2.343947125	3.779221875	17.9215477	2.30E-05	0.005611552	Aquaporin-like protein (AHRD V1 ***- O65860_PICAB); contains Interpro domain(s)  IPR012269  Aquaporin 	AT2G25810	TIP4;1	"TIP4;1 (tonoplast intrinsic protein 4;1); water channel; Identical to Aquaporin TIP4.1 (Tonoplast intrinsic protein 4.1) (Epsilon-tonoplast intrinsic protein) (Epsilon-TIP) (TIP4.1) [Arabidopsis Thaliana] (GB:O82316;GB:Q53XD1); similar to GAMMA-TIP (Tonoplast intrinsic protein (TIP) gamma), water channel [Arabidopsis thaliana] (TAIR:AT2G36830.1); similar to aquaglyceroporin; tonoplast intrinsic protein (TIPa) [Nicotiana tabacum] (GB:CAB40742.1); contains InterPro domain Aquaporin; (InterPro:IPR012269); contains InterPro domain Major intrinsic protein; (InterPro:IPR000425)"	75.51	245	9.00E-95	342	98.38709677
Solyc08g067180	2.128842805	5.273718116	24.48376553	7.49E-07	0.000505874	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc08g075710	0.683414124	4.484943888	13.99250759	0.000183541	0.022545542	Amino acid permease-like protein (Fragment) (AHRD V1 *-*- B2ZME2_HELPE); contains Interpro domain(s)  IPR002293  Amino acid/polyamine transporter I 	AT1G31830	NA	"amino acid permease family protein; similar to amino acid permease family protein [Arabidopsis thaliana] (TAIR:AT1G31820.1); similar to amino acid permease family protein [Arabidopsis thaliana] (TAIR:AT5G05630.1); similar to putative amino acid permease [Oryza sativa (japonica cultivar-group)] (GB:AAR10855.1); similar to amino acid permease family protein, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF97257.1); similar to Os03g0576900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001050538.1); contains InterPro domain Amino acid permease-associated region; (InterPro:IPR004841); contains InterPro domain Amino acid/polyamine transporter I; (InterPro:IPR002293)"	71.4	479	0	641	88.03738318
Solyc08g076850	1.057024379	1.708823321	17.82664505	2.42E-05	0.005701159	"Senescence-associated protein (AHRD V1 ***- B3TLS7_ELAGV); contains Interpro domain(s)  IPR000301  Tetraspanin, subgroup "	AT5G46700	TET1	"Encodes a transmembrane protein of the tetraspanin (TET) family, one of 17 members found in Arabidopsis. Double mutant analysis showed that TRN1 and TRN2 act in the same pathway. Required for the maintenance of both the radial pattern of tissue differentiation in the root and for the subsequent circumferential pattern within the epidermis."	77.7	269	1.00E-99	359	98.52941176
Solyc08g077210	1.516830656	3.402814855	23.42099752	1.30E-06	0.000778742	Inositol 1 4 5-trisphosphate 5-phosphatase (AHRD V1 *-** Q712G2_ARATH); contains Interpro domain(s)  IPR000300  Inositol polyphosphate related phosphatase 	AT4G18010	5PTASE2	"inositol polyphosphate 5-phosphatase II (IP5PII) mRNA,"	53.61	651	2.00E-177	619	98.09825674
Solyc08g077530	1.873243137	5.803957508	25.452685	4.53E-07	0.000339895	"Beta-amylase (AHRD V1 **** Q5F305_SOYBN); contains Interpro domain(s)  IPR001371  Glycoside hydrolase, family 14B, plant "	AT4G17090	BAM3	"Encodes a beta-amylase targeted to the chloroplast. Transgenic BMY8 RNAi lines fail to accumulate maltose during cold shock suggesting that maltose accumulation coincides with BMY8 expression. Apart from maltose, the sugar content of the RNAi lines were similar to wildtype (glucose and sucrose unaffected)."	69.53	548	0	822	99.63436929
Solyc08g077540	1.200267163	5.696672861	17.88528854	2.35E-05	0.005615497	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc08g078520	-0.987308741	5.71125559	17.01292393	3.71E-05	0.007404718	Os03g0859900 protein (Fragment) (AHRD V1 *--- Q0DLK3_ORYSJ); contains Interpro domain(s)  IPR006869  Protein of unknown function DUF547 	AT5G47380	NA	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G66600.1); similar to hypothetical protein 24.t00022 [Brassica oleracea] (GB:ABD64944.1); contains InterPro domain Protein of unknown function DUF547; (InterPro:IPR006869)	53.48	604	5.00E-168	588	99.00332226
Solyc08g079030	-2.139184522	5.754608965	13.94778197	0.000187959	0.022909279	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc08g079730	0.870362277	2.681390842	15.77832068	7.12E-05	0.011866121	Mate efflux family protein (AHRD V1 **-- D7ME03_ARALY); contains Interpro domain(s)  IPR002528  Multi antimicrobial extrusion protein MatE 	AT4G22790	NA	"MATE efflux family protein; similar to ZF14, transporter [Arabidopsis thaliana] (TAIR:AT1G58340.1); similar to Multi antimicrobial extrusion protein MatE [Medicago truncatula] (GB:ABE90557.1); similar to Os03g0858800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051964.1); contains InterPro domain Multi antimicrobial extrusion protein MatE; (InterPro:IPR002528)"	61.17	479	3.00E-141	498	99.16839917
Solyc08g080585	1.633840772	3.798359805	11.94955674	0.000546604	0.044007459	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc09g005650	-0.739814011	4.115837973	11.53655569	0.000682409	0.049802452	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc09g007760	1.761466876	5.216699305	23.98334003	9.72E-07	0.000623969	Aquaporin 2 (AHRD V1 ***- O65357_SAMSA); contains Interpro domain(s)  IPR012269  Aquaporin 	AT3G53420	PIP2	a member of the plasma membrane intrinsic protein subfamily PIP2. localizes to the plasma membrane and exhibits water transport activity in Xenopus oocyte. expressed specifically in the vascular bundles and protein level increases slightly during leaf dev	82.48	274	2.00E-131	465	87.62214984
Solyc09g007765	1.961692231	5.901271025	26.46451041	2.68E-07	0.000252386	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc09g008200	1.196500238	3.911837065	17.94879003	2.27E-05	0.005583505	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc09g008260	-1.316354408	6.026160025	11.85607299	0.000574736	0.045032969	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc09g009250	-1.914740654	4.432273604	20.60951148	5.63E-06	0.002148727	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc09g009420	1.335401673	3.579469103	27.0476976	1.98E-07	0.000203153	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc09g011080	2.391612222	4.656448861	18.84478134	1.42E-05	0.003931141	"Ribulose-1 5-bisphosphate carboxylase/oxygenase activase 1 (AHRD V1 **** Q9AXG1_GOSHI); contains Interpro domain(s)  IPR003959  ATPase, AAA-type, core "	AT2G39730	RCA	"Rubisco activase, a nuclear-encoded chloroplast protein that consists of two isoforms arising from alternative splicing in most plants. Required for the light activation of rubisco."	77.73	440	0	728	99.09090909
Solyc09g011380	1.363348947	5.90553341	17.54648702	2.80E-05	0.006202736	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc09g014550	-1.355140353	2.243018102	11.69987658	0.000625042	0.047975196	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc09g014900	-1.695383246	2.77141988	17.06086713	3.62E-05	0.007275219	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc09g018010	1.304610846	6.287800505	18.09200152	2.10E-05	0.005227741	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc09g018170	-3.046362743	3.26377977	14.39756829	0.000147993	0.019384177	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc09g072750	4.098587602	5.754945535	13.71093519	0.000213209	0.02430175	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc09g074450	1.234505881	3.451704109	16.24679417	5.56E-05	0.00991794	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc09g075120	0.922737148	5.658311361	11.8757281	0.000568702	0.044711933	Bifunctional polymyxin resistance protein ArnA (AHRD V1 **-- ARNA_SALDC); contains Interpro domain(s)  IPR016040  NAD(P)-binding domain 	AT2G47650	UXS4	"encodes a protein similar to UDP-glucuronic acid decarboxylase. UDP-glucuronic acid decarboxylase produces UDP-xylose, which is a substrate for many cell wall carbohydrates including hemicellulose and pectin. UDP-xylose is also known to feedback regulate several cell wall biosynthetic enzymes."	93.09	217	6.00E-121	429	96
Solyc09g075460	0.700282328	5.554347123	11.92564341	0.000553665	0.044170724	Polygalacturonase-like protein-like (AHRD V1 ***- Q2XTD7_SOLTU); contains Interpro domain(s)  IPR012334  Pectin lyase fold 	AT3G16850	NA	"glycoside hydrolase family 28 protein / polygalacturonase (pectinase) family protein; similar to glycoside hydrolase family 28 protein / polygalacturonase (pectinase) family protein [Arabidopsis thaliana] (TAIR:AT3G06770.2); similar to polygalacturonase-like protein-like [Solanum tuberosum] (GB:ABB55373.1); contains InterPro domain Virulence factor, pectin lyase fold; (InterPro:IPR011050); contains InterPro domain Glycoside hydrolase, family 28; (InterPro:IPR000743); contains InterPro domain Pectolytic enzyme, Pectin lyase fold; (InterPro:IPR012334)"	62.08	414	1.00E-147	520	85.86278586
Solyc09g082630	1.101180153	4.996980265	13.84435676	0.000198592	0.023402615	"Acireductone dioxygenase (AHRD V1 **** Q08G57_PLAMJ); contains Interpro domain(s)  IPR004313  Acireductone dioxygenase, ARD "	AT5G43850	ARD4	"ATARD4; acireductone dioxygenase (Fe2+-requiring)/ metal ion binding; Identical to 1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase 4 (EC 1.13.-.-) (Aci-reductone dioxygenase 4) (ARD4) [Arabidopsis Thaliana] (GB:Q8H185;GB:Q8LCE2;GB:Q9FG79); similar to ATARD2, metal ion binding [Arabidopsis thaliana] (TAIR:AT4G14710.2); similar to ARD-like protein [Brassica juncea] (GB:AAR03591.1); contains InterPro domain Cupin, RmlC-type; (InterPro:IPR011051); contains InterPro domain Cupin region; (InterPro:IPR007113); contains InterPro domain Acireductone dioxygenase, ARD; (InterPro:IPR004313)"	75.66	189	1.00E-84	308	98.94736842
Solyc09g082830	1.198438211	7.913508238	12.83866421	0.00033953	0.032504742	ARGONAUTE 1 (AHRD V1 ***- D6RUV9_TOBAC); contains Interpro domain(s)  IPR003165  Stem cell self-renewal protein Piwi 	AT5G43810	AGO10	"Translation initiation factor. Required to establish the central-peripheral organization of the embryo apex. Along with WUS and CLV genes, controls the relative organization of central zone and peripheral zone cells in meristems."	80.28	994	0	1612	99.7965412
Solyc09g090910	0.993599195	3.489980929	15.40794256	8.66E-05	0.013731742	Auxin responsive protein (AHRD V1 ***- B3U2A2_CUCSA); contains Interpro domain(s)  IPR003311  AUX/IAA protein 	AT2G33310	IAA13	"Auxin induced gene, IAA13 (IAA13)."	54.42	226	3.00E-61	231	78.79858657
Solyc09g091270	1.100184013	3.254205552	11.77876578	0.000599102	0.046639707	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc09g092270	-0.825269658	6.831914329	11.68937302	0.000628581	0.048008354	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc09g092715	2.559412497	3.599965107	13.98659503	0.000184119	0.022545542	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc09g092760	3.577192227	4.909036792	18.84403831	1.42E-05	0.003931141	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc10g005500	0.834438762	3.514755963	18.18519208	2.00E-05	0.005110819	Cation diffusion facilitator 9 (AHRD V1 **-- Q84ND5_STYHA); contains Interpro domain(s)  IPR002524  Cation efflux protein 	AT1G16310	NA	cation efflux family protein; similar to cation efflux family protein [Arabidopsis thaliana] (TAIR:AT1G79520.1); similar to cation diffusion facilitator 9 [Stylosanthes hamata] (GB:AAO38708.1); contains InterPro domain Cation efflux protein; (InterPro:IPR002524)	71.32	394	2.00E-160	561	94.43099274
Solyc10g006860	0.96872547	4.599228749	18.36956398	1.82E-05	0.004762728	Dehydrogenase/reductase SDR family protein 7-like (AHRD V1 **-- DHRS7_DROME); contains Interpro domain(s)  IPR002347  Glucose/ribitol dehydrogenase 	AT2G17845	NA	short-chain dehydrogenase/reductase (SDR) family protein; similar to short-chain dehydrogenase/reductase (SDR) family protein [Arabidopsis thaliana] (TAIR:AT3G55290.1); similar to putative short-chain type alcohol dehydrogenase [Solanum tuberosum] (GB:AAN32641.1); contains InterPro domain Short-chain dehydrogenase/reductase SDR; (InterPro:IPR002198); contains InterPro domain Glucose/ribitol dehydrogenase; (InterPro:IPR002347)	62.08	269	3.00E-88	321	96.75090253
Solyc10g007410	0.790721341	3.90672037	14.02605572	0.000180295	0.022284622	"Gamma-glutamyl hydrolase 2 (AHRD V1 **** D7MX15_ARALY); contains Interpro domain(s)  IPR015527  Peptidase C26, gamma-glutamyl hydrolase "	AT1G78680	ATGGH2	The Arabidopsis protein AtGGH2 is a gamma-glutamyl hydrolase acting specifically on monoglutamates. The enzyme is involved in the tetrahydrofolate metabolism and located to the vacuole.	65	320	3.00E-117	418	91.01449275
Solyc10g007600	1.281314701	5.405384401	11.7451749	0.000610012	0.04695842	"L-lactate dehydrogenase  (AHRD V1 ***- LLDD_VIBPA); contains Interpro domain(s)  IPR012133  Alpha-hydroxy acid dehydrogenase, FMN-dependent "	AT3G14420	NA	"(S)-2-hydroxy-acid oxidase, peroxisomal, putative / glycolate oxidase, putative / short chain alpha-hydroxy acid oxidase, putative; Identical to Probable peroxisomal (S)-2-hydroxy-acid oxidase 2 (EC 1.1.3.15) (Glycolate oxidase 2) (GOX 2) (Short chain alpha-hydroxy acid oxidase 2) [Arabidopsis Thaliana] (GB:Q9LRR9;GB:Q8VZA4;GB:Q944K6); similar to (S)-2-hydroxy-acid oxidase, peroxisomal, putative / glycolate oxidase, putative / short chain alpha-hydroxy acid oxidase, putative [Arabidopsis thaliana] (TAIR:AT3G14415.1); similar to (S)-2-hydroxy-acid oxidase (EC 1.1.3.15) - cucurbit (GB:T10242); similar to glycolate oxidase [Mesembryanthemum crystallinum] (GB:AAB40396.1); similar to glycolate oxidase [Brassica napus] (GB:AAV28535.1); contains InterPro domain FMN/related compound-binding core; (InterPro:IPR003009); contains InterPro domain FMN-dependent alpha-hydroxy acid dehydrogenase; (InterPro:IPR000262); contains InterPro domain FMN-dependent alpha-hydroxy acid dehydrogenase, active site; (InterPro:IPR008259)"	85.67	363	0	642	97.31182796
Solyc10g008880	-2.080788067	4.68252323	11.60740256	0.000656898	0.048700373	One zinc finger protein (AHRD V1 **-- Q75PR0_PHYPA)	AT1G28520	ATVOZ1	"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G42400.1); similar to putative vascular plant one zinc finger protein [Oryza sativa (japonica cultivar-group)] (GB:BAD87186.1); contains InterPro domain Colicin E3, catalytic; (InterPro:IPR009105)"	65.76	476	8.00E-159	556	93.72384937
Solyc10g009360	1.254588532	2.064802626	13.8393863	0.000199118	0.023402615	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc10g018030	-3.258972811	1.071381725	13.4896793	0.000239879	0.026204562	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc10g045395	-2.064153677	3.624404392	11.88333867	0.000566383	0.044711933	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc10g047240	4.486751075	0.475999285	29.2946846	6.22E-08	0.000112584	"Annexin (AHRD V1 ***- D2D2Z9_GOSHI); contains Interpro domain(s)  IPR009118  Annexin, type plant "	AT5G12380	ANNAT8	"annexin, putative; similar to ANN7 (ANN7, ANNEXIN ARABIDOPSIS 7), calcium ion binding / calcium-dependent phospholipid binding [Arabidopsis thaliana] (TAIR:AT5G10230.1); similar to Annexin-like protein RJ4 (GB:P51074); contains InterPro domain Annexin; (InterPro:IPR001464); contains InterPro domain Annexin, type plant; (InterPro:IPR009118)"	52.66	319	2.00E-95	345	99.375
Solyc10g051380	2.046223556	3.302317699	20.06392951	7.49E-06	0.002449889	NA	NA	NA	NA	NA	NA	NA	NA	NA
Solyc10g055620	-0.937908129	4.373787855	12.69646626	0.000366347	0.033960646	NA	NA	NA	NA	NA	NA	NA	NA	NA
